#HDR:lifnr,matnr,maktx
"0000500044","0-03-0023-5000","TUBO LAT. S Ø1.250"" EXT. X 0.031"""
"0000500044","0-03-0024-5000","TUBO LAT. D 1 1/4"" X 0.031"""
"0000500044","0-03-0025-5000","TUBO LAT. D.  1 1/4 "" X 0.035"""
"0000500044","0-03-0027-5000","TUBO LAT. S 1.436"" INT.X.032"""
"0000500044","0-03-0028-5000","TUBO LAT. D 1 1/2"" X 0.032"""
"0000500044","0-03-0029-5000","TUBO LAT. D 1 1/2"" X 0.065"""
"0000500044","0-03-0030-5000","TUBO LAT. D. 1 5/8"" X 0.100"""
"0000500044","0-03-0034-5000","TUBO COB. M  1/2""X0.028"""
"0000500044","0-03-0036-5000","TUBO LAT. S. 0.812"" X 0.100"""
"0000500044","0-03-0037-5000","TUBO LAT. D. 1 3/8"" X 0.025"""
"0000500044","0-03-0039-5000","TUBO DE LATÓN  S  Ø 1.0"" X 0.100"" ESP."
"0000500044","0-03-0040-5000","TUBO CUADRADO LATON 1"" X 1/16"""
"0000500044","0-03-0043-5000","TUBO LATÓN D ØINT. 1.686"" X 0.032"""
"0000500044","0-03-0046-5000","TUBO LATON S. Ø1"" X 0.049"""
"0000500044","0-03-0049-5000","TUBO LATON D ø 2"" X 0.032"""
"0000500044","0-04-0001-5000","LÁMINA LATÓN CAL. 12 10.250"" X 72"""
"0000500044","0-04-0003-5000","LAMINA LATÓN S/D No. 14,  1.25"" X 96"""
"0000500044","0-04-0006-5000","LÁMINA LATÓN S/D No. 14,  2.787"" X 96"""
"0000500044","0-04-0008-5000","LÁMINA LATÓN S/D No. 14  6.024"" X 70"""
"0000500044","0-04-0010-5000","LÁMINA LATÓN S/D No. 16,  6.750"" X 72"""
"0000500044","0-04-0012-5000","LAMINA LATÓN S. No. 18,  4"" X ROLLO"
"0000500044","0-04-0013-5000","LÁMINA LATÓN S. No. 18,  4-7/8"" X 75"""
"0000500044","0-04-0016-5000","LÁMINA LATÓN S. No. 20,  4.528"" X ROLLO"
"0000500044","0-04-0017-5000","LÁMINA LATÓN S/D No. 20,  6"" X 37"""
"0000500044","0-04-0020-5000","LÁMINA LATÓN S. No. 20  24"" X 80"""
"0000500044","0-04-0021-5000","LÁMINA LATÓN S. No. 21,  8.937"" X ROLLO"
"0000500044","0-04-0022-5000","LAMINA LATÓN D. No.22,  1-7/8"" X ROLLO"
"0000500044","0-04-0023-5000","LAMINA LATÓN D No. 22  2"" X ROLLO"
"0000500044","0-04-0024-5000","LÁMINA LATÓN S. No. 22  1.250"" X ROLLO"
"0000500044","0-04-0027-5000","LÁMINA LATÓN S. No. 28,  2-1/2"" X ROLLO"
"0000500044","0-04-0029-5000","LAMINA LATÓN S No. 20, 3.5"" X ROLLO"
"0000500044","0-04-0032-5000","LÁMINA LATÓN S CAL. 18,  3.25"" X ROLLO"
"0000500044","0-04-0033-5000","LÁMINA LATÓN S. CAL. 18  1.750"" X ROLLO"
"0000500044","0-04-0034-5000","LÁMINA LATÓN S/D CAL. 12  6.1875"" X 72"""
"0000500044","0-04-0038-5000","LÁMINA LATÓN S CAL. 20 5"" X ROLLO"
"0000500044","0-04-0039-5000","LAMINA LATÓN S No. 20 4.25"" X ROLLO"
"0000500044","0-04-0040-5000","LÁMINA LATÓN S No. 20, 5.625"" X ROLLO"
"0000500044","0-04-0041-5000","LÁMINA LATÓN CAL. 6  24"" X 48"""
"0000500044","0-04-0045-5000","LÁMINA LATÓN S No. 20, 2.125"" X ROLLO"
"0000500044","0-04-0046-5000","LÁMINA LATÓN S. No. 16, 24"" X 74"""
"0000500044","0-04-0048-5000","LAMINA LATÓN S. NO. 16, 6.750"" X 72"""
"0000500044","0-04-0050-5000","LÁMINA LATÓN S No. 20, 7.250"" X ROLLO"
"0000500044","0-04-0051-5000","LÁMINA LATÓN S. No. 20, 5.850"" x ROLLO"
"0000500044","0-04-0052-5000","LAMINA DE LATON S. No. 18, 6"" x ROLLO"
"0000500044","0-04-0054-5000","LAM. LAT. S/D No.12,  7.125"" x 72"""
"0000500044","0-04-0160-5000","LAMINA LATÓN S/D No.12, 6.430"" X 72"""
"0000500045","1-07-0516-5M16","VIDRIO FRONTAL RECTO COLUMNA DE DUCHA"
"0000500045","1-07-0517-5M16","PLACA DIAMANTE AC. INOX."
"0000500045","1-07-0518-5M16","PLACA FRONTAL COLUMNA DE DUCHA AC. INOX."
"0000500045","1-07-0521-5M16","VIDRIO P/COLUMNA DUCHA DIAMANTE"
"0000500046","1-02-0754-5054","CUERPO SALIDA E-34"
"0000500046","1-02-1161-5050","AIREADOR NEOPERL"
"0000500046","1-02-1393-5050","AIREADOR OCULTO TT M16.5"
"0000500046","1-02-1551-5050","AIREADOR OCULTO DE PANAL TT 2.2 GPM"
"0000500046","1-02-1872-5050","REGULADOR DE FLUJO MEZCLADORA  VERTIKA"
"0000500046","1-02-2197-5050","LLAVE PARA AIREADOR OCULTO M24 SSR STD"
"0000500046","1-02-2222-5050","AIREADOR RECTANGULAR PL-RC-24 X 06-IT 02"
"0000500046","1-02-2223-5050","LLAVE PARA AIREADOR PL-RC 51.1160.1"
"0000500046","1-02-2282-5050","REGULADOR DE FLUJO 3 LTS/MIN. MONOMANDO"
"0000500046","1-02-2736-5050","LLAVE PARA AIREADOR OCULTO 15/16"""
"0000500046","1-05-0552-5050","INSERTO VALVULA CHECK 15mm"
"0000500046","1-05-1185-5050","ECONOMIZADOR E-TYPE 6L"
"0000500046","1-05-1188-5050","V-FILTER 1/2-42/22 H5"
"0000500046","1-07-0341-5050","FILTRO P/REG. PLATO GDE. Y CH."
"0000500046","1-07-0656-5050","RESTRICTOR DE FLUJO REG. VERTIKA"
"0000500046","1-08-0830-5050","RESTRICTOR  DE REGADERA US 8 L/MIN"
"0000500046","2-02-0282-5050","AIREADOR PL-HC-STD FLUJO ABIERTO"
"0000500046","2-02-0309-5050","NUDO NP P/AIREADOR BIDET"
"0000500046","2-02-0855-5050","AIREADOR M-24 CASCADA 2.2 GPM"
"0000500046","2-02-0921-5050","AIREADOR P/MONOMANDO"
"0000500046","2-02-0931-5050","ADAPTADOR SWIVEL M16X1XM16 Ø20 MM"
"0000500046","2-02-0931-5054","ADAPTADOR SWIVEL M16X1XM16 Ø20 MM"
"0000500046","2-02-0932-5050","AIREADOR PERLATOR TOM THUMB 2.2GPM M16X1"
"0000500046","2-02-0932-5054","AIREADOR PERLATOR TOM THUMB 2.2GPM M16X1"
"0000500046","2-02-0952-5050","AIREADOR STD M24 SIN LOGO"
"0000500046","2-02-1099-5050","AIREADOR OCULTO M24x1 6g SLIM SSR M24"
"0000500046","2-02-1112-5050","AIREADOR OCULTO M24 SSR STD"
"0000500046","2-02-1122-5050","AIREADOR RECTANGULAR PL-RC-24 X 06-IT 02"
"0000500046","2-02-1135-5050","AIREADOR OCULTO M24 CACHE SSR STD 2.2 gp"
"0000500046","2-02-1140-5050","AEREADOR RECTANGULAR PL-RC-28x7"
"0000500046","2-02-1143-5050","AIREADOR RECTANG PL-RC 32x8 IT 02.3280.0"
"0000500046","2-02-1175-5050","AIREADOR OCULTO RANURADO M16.5X1 2.2 GPM"
"0000500046","2-02-1176-5050","AIREADOR OCULTO RANURADO M16.5X1 1.5 GPM"
"0000500046","2-02-1254-5050","AIREADOR OCULTO SLIM"
"0000500046","2-02-1266-5050","AIREADOR OCULTO 1.5GPM PCA CACHE SSR"
"0000500046","2-02-1324-5050","AIREADOR RECTANGULAR PLC-LC-32X8-1.5 gpm"
"0000500046","2-02-1329-5050","AIREADOR OCULTO SLIM AIR 1.5 gpm"
"0000500046","2-02-1345-5050","REGULADOR DE FLUJO 0.45GPM TIPO MR05"
"0000500046","2-02-1351-5050","AIREADOR TIPO SPRAY 0.35 GPM"
"0000500046","2-02-1357-5050","ECONOMIZADOR E-NT TYPE 4.0L/min 1.06gpm"
"0000500046","2-02-1362-5050","ECONOMIZADOR E-US 1.25gpm (4.54L/min)"
"0000500046","2-02-1363-5050","AIREADOR PCA PERLATOR 1.2 gpm"
"0000500046","2-02-1370-5050","AIREADOR OCULTO M16.5x1 DE 1.2 gpm"
"0000500046","2-02-1378-5050","REGULADOR DE FLUJO 1.2 gpm Tipo MR05 US"
"0000500046","2-02-1381-5050","AIREADOR OCULTO 1.2GPM M24x1-6g PCACACHÉ"
"0000500046","2-02-1460-5050","REGULADOR DE FLUJO MIKADO 0.35 GPM"
"0000500046","2-02-1500-5050","AIREADOR OCULTO M24x1 1.5 gpm"
"0000500046","2-05-0454-5050","ECONOMIZADOR E-NT TYPE"
"0000500046","2-05-0497-5050","BOQUILLA ROMPECHORRO"
"0000500046","2-05-0527-5050","ROMPECHORROS CON CASQUILLO SIN LOGOS"
"0000500046","2-05-0551-5050","AIREADOR TIPO SPRAY 0.5 GPM"
"0000500046","2-05-0590-5050","AIREDOR OCULTO HC STD M24X1 V"
"0000500046","2-05-0604-5050","AIREADOR SPRAY OCULTO 0.5GPM M16.5x1"
"0000500046","2-05-0605-5050","AIREADOR SPRAY OCULTO 0.5GPM M24x1"
"0000500046","2-05-0610-5050","ECONOMIZADOR E-NT TYPE 2 l/min"
"0000500046","2-05-0621-5050","RESTRICTOR DE FLUJO 8L TIPO F-NT"
"0000500046","2-05-0624-5050","AIREADOR SPRAY OCULTO 0.35GPM M24x1"
"0000500046","2-05-0642-5050","AIREADOR LAMINAR OCULTO SLIM CHORRO FIJO"
"0000500046","2-05-0650-5050","AIREADOR RECTANGULAR PL-RC 40x10 mm FULL"
"0000500046","2-07-0080-5050","ECONOMIZADOR E-US 2.5 GPM"
"0000500046","2-07-0110-5050","ECONOMIZADOR DE 20 LITROS."
"0000500046","2-07-0169-5050","ECONOMIZADOR E-US TYPE 2.00 GPM"
"0000500046","2-07-0188-5050","ECONOMIZADOR E-US 2.0 gpm"
"0000500046","2-07-0190-5050","ECONOMIZADOR E-US 1.75 gpm"
"0000500046","2-08-0984-5050","VALVULA CHECK NV15"
"0000500046","2-08-1009-5050","RESTRICTOR DE FLUJO DE 8LTS/MIN"
"0000500046","2-08-1010-5050","RESTRICTOR DE FLUJO DE 6LTS/MIN"
"0000500046","2-08-1011-5050","AEREADOR ESTANDAR PERLATOR A 5.67 LTS/MI"
"0000500046","2-08-1012-5050","AEREADOR TT CACHE PCA A 8.31 LTS/MIN"
"0000500046","2-08-1013-5050","AEREADOR ESTANDAR PERLATOR A 8.31 LTS/MI"
"0000500046","2-08-1014-5050","AEREADOR TT CACHE PCA A 5.67 LTS/MIN"
"0000500046","2-08-1015-5050","RESTRICTOR DE FLUJO DE 8LTS/MIN"
"0000500046","2-08-1016-5050","RESTRICTOR DE FLUJO DE 6LTS/MIN"
"0000500046","2-08-1017-5050","AiREADOR TT PCA PERLATOR M16.5x1 1.5 gpm"
"0000500046","2-08-1018-5050","AEREADOR TT CACHE PCA A 8.31 LTS/MIN"
"0000500046","2-08-1019-5050","AEREADOR ESTANDAR PERLATOR A 8.31 LTS/MI"
"0000500046","2-08-1020-5050","AIREADOR PCA PERLATOR A 5.67 LTS/MIN"
"0000500046","2-08-1143-5050","RESTRICTOR  DE REGADERA US 6 L/MIN"
"0000500046","2-08-1155-5050","ECONOMIZADOR G-US 2.2 GPM"
"0000500046","2-09-0973-5050","VALVULA CHECK C/REGULADOR DE FLUJO 2,2"
"0000500046","2-09-0975-5050","AIREADOR PCA PERLATOR 1.5GPM"
"0000500046","SB-1155","KIT RESTRICTOR P/REGADERA G-US 2.2 GPM"
"0000500047","3-08-0990-5050","BARRA DE SEGURIDAD C/JABONERA MOD.158"
"0000500047","3-08-0990-5054","BARRA DE SEGURIDAD C/JABONERA MOD.158"
"0000500049","1-00-0634-5003","ETIQUETA DE SEGURIDAD ALTMANS"
"0000500049","1-03-0096-5003","EMBLEMA DESTAPADOR"
"0000500049","1-03-0723-5003","EMBLEMA HELVEX DESTAPADOR CLASICA II"
"0000500049","1-03-1337-5003","ETIQUETA VINIL REMOVIBLE ESPEJOS"
"0000500049","1-03-1438-5003","ETIQUETA PLASTIFICADA ES-002"
"0000500049","1-05-1560-5003","ETIQUETA AUTOADHERIBLE ANTIBACT. P TV-10"
"0000500049","1-05-1561-5003","ETIQUETA AUTOADHERIBLE ANTIBACT P TV-120"
"0000500049","1-05-1633-5003","ETIQUETA ANTIBACTERIAL TV-100"
"0000500049","1-05-1805-5003","ETIQUETA P/ INST. DE VALVULAS DE PASO"
"0000500049","1-05-2009-5003","ETIQUETA MODELO VULCAN S-25"
"0000500049","1-05-2010-5003","ETIQUETA CARGADOR VULCAN S-25"
"0000500049","1-06-0730-5003","ETIQUETA ANTIBACT. Y AHORRADOR D/AGUA P"
"0000500049","1-06-0731-5003","ETIQUETA AUTOADHERIBLE ANTIBACT. P FLUX"
"0000500049","1-06-0732-5003","ETIQUETA ANTIBACTERIAL FLUX. PALANCA"
"0000500049","1-06-0733-5003","ETIQUETA AUTOADHERIBLE ANTIBACT. P FLUX"
"0000500049","1-07-0009-5003","EMBLEMA REGADERA H-1000"
"0000500049","1-07-0011-5003","EMBLEMA HELVEX AC-50"
"0000500049","1-07-0135-5003","EMBLEMA REGADERA H-2000"
"0000500050","0-80-1040-5000","SELLADOR ANAERÓBICO (262 REF.)"
"0000500050","0-80-1167-5000","PRAIMER 94"
"0000500050","1-00-0116-5005","ESPUMA JUEGO BASE Y TAPA"
"0000500050","1-00-0117-5005","ESPUMA LATERAL"
"0000500050","1-02-1751-5003","ETIQUETA ADHESIVA"
"0000500050","1-02-1800-5016","ETIQUETA PARA BASE DE CHAPETÓN"
"0000500050","1-02-2049-5003","ETIQUETA ADHESIVA CHAPETON DESLIZABLE"
"0000500050","1-02-2124-5003","ETIQUETA PARA CHAPETON"
"0000500050","1-02-2161-5003","ETIQUETA ADHESIVA P/TAPA PREMIER EP-909"
"0000500050","1-02-2420-5003","ETIQUETA ANTIFRICCION BDM AUTOADHERIBLE"
"0000500050","1-02-2904-5003","ETIQUETA ADHESIVA DOBLE CARA E-921"
"0000500050","1-02-2989-5003","ETIQUETA ADHESIVA DOBLE CARA LINEA MAXIM"
"0000500050","1-03-1240-5003","ETIQUETA ADHESIVA JABONERA"
"0000500050","1-05-1432-5003","ETIQUETA ADHESIVA CHAP. EXPLORA E-59"
"0000500050","1-05-1491-5003","ETIQUETA ADHESIVA MONOM. C/DESV. EXPLORA"
"0000500050","1-05-1599-5003","ETIQUETA ADHESIVA TAPA BOTON CAPACITIVA"
"0000500050","1-05-1770-5003","ETIQUETA DOBLE CARA P CAJA ELECTRONICA"
"0000500050","1-05-1848-5003","ETIQUETA ADHESIVA P/MONOM."
"0000500050","1-05-1899-5003","ETIQUETA ADHESIVO CUADRADA 3"""
"0000500050","1-05-1934-5003","ETIQ.ADHESIVA P/ SOPORTE MON. S/DESV"
"0000500050","1-05-1936-5003","ETIQ.ADHESIVA P/ SOPORTE MON. C/DESV"
"0000500050","1-07-0663-5003","ETIQUETA ADHESIVA P/TAPA INF. REG. VERTI"
"0000500051","1-06-0513-5050","TUBO P6003-YB-CVR"
"0000500051","1-06-0516-5050","TUBO DE 3/4"""
"0000500051","1-08-0438-5016","CUBIERTA PLASTICA"
"0000500051","2-06-0529-5050","PORTA-PILAS ARMADO PERK6000-BD"
"0000500051","2-06-0672-5050","SISTEMA DIVERGENTE Z6000-DVN P/FLUX"
"0000500051","2-08-1124-5030","TAZAFLUX NAO I SUSP ELONG ANTIBAC 4.8L"
"0000500051","3-06-0305-5050","DISP. ELECTR. P/ FLUX. MANIJA"
"0000500052","1-02-1010-5050","SEGURO PARA VASTAGO"
"0000500052","2-05-0291-5050","MEZCL. ECONOMICA DE REGADERA Y TINA"
"0000500052","2-05-0292-5050","REGADERA ECONOMICA"
"0000500052","2-05-0318-5050","CHAPETÓN C/EXCENTRICOS SALIDA EXPUESTA"
"0000500053","3-08-0021-5050","VALVULA MEZCLADORA TERMOSTAT .520"
"0000500053","MB-021","VALV MZC TERMOST 520"
"0000500054","3-08-0006-5030","LAVABO SOBREPONER MONET"
"0000500054","3-08-0011-5030","LAVABO LERMA"
"0000500054","3-08-0012-5030","PEDESTAL LERMA"
"0000500054","3-08-0016-5016","JABONERA CERAMICA"
"0000500054","3-08-0029-5030","TAZA FLUX LERMA REDONDA"
"0000500054","3-08-0033-5016","TOALLERO CERAMICO DE BARRA BLA."
"0000500054","3-08-0041-5030","INODORO LERMA REDONDO"
"0000500054","3-08-0049-5030","MINGITORIO MODELO CAVALIER"
"0000500054","3-08-0070-5030","INODORO MODELO CRONOS"
"0000500054","3-08-0071-5030","LAVABO DE PEDESTAL REGGIO"
"0000500054","3-08-0072-5030","LAVABO REGGIO"
"0000500054","3-08-0078-5030","PEDESTAL REGGIO"
"0000500054","3-08-0087-5030","ASIENTO Y TAPA MOD. M-236"
"0000500054","3-08-0384-5030","LAVABO PEDESTAL MOD. GALERIA PLAZA"
"0000500054","3-08-0793-5030","INODORO MODELO CONFORT"
"0000500054","3-08-0794-5030","TAZA FLUX CONFORT"
"0000500054","3-08-0813-5030","TAZA FLUX REGGIO"
"0000500054","3-08-0815-5030","BIDET MODELO CLASICO"
"0000500054","3-08-0816-5030","JGO. ACCESORIOS CERÁMICOS LERMA"
"0000500054","3-08-0821-5030","LAVABO DE PEDESTAL MOD. CRONOS"
"0000500054","3-08-0824-5030","INODORO MODELO REGGIO ALARGADO"
"0000500054","3-08-0962-5030","LAVABO C/PEDESTAL MOD. BUCKINGHAM"
"0000500054","3-08-1124-5030","TASA P/FLUX.6 LTS GRAN TURISMO LABIO ALA"
"0000500054","MB-001","LAV D PEDESTAL LERMA B 4"" B"
"0000500054","MB-006","LAV SOBREPONER MONET B"
"0000500054","MB-011","LAV BAJO CUBIERTA LERMA B"
"0000500054","MB-029","TZA FLUX LERMA RED B"
"0000500054","MB-041","INODORO LERMA RED B"
"0000500054","MB-049","MING CAVALIER B"
"0000500054","MB-070","INODORO CRONOS B"
"0000500054","MB-071","LAV D PEDESTAL REGGIO B"
"0000500054","MB-072","LAV BAJO CUBIERTA REGGIO B"
"0000500054","MB-078","PEDESTAL REGGIO B"
"0000500054","MB-079","ASIENTO CIERR STD AB INFANTIL B"
"0000500054","MB-083","TZA FLUX OFF WALL LRG B"
"0000500054","MB-1124","TZA FLUX 6L GRAN TURISMO B"
"0000500054","MB-330","INODORO TZA TNQ INFANTIL B"
"0000500054","MB-793","INODORO CONFORT B"
"0000500054","MB-794","TZA FLUX CONFORT B"
"0000500054","MB-813","TZA FLUX REGGIO B"
"0000500054","MB-815","BIDET P ENS CLASICO B"
"0000500054","MB-821","LAV C PEDESTAL  CERAMICO CRONOS B"
"0000500054","MB-822","LAV BAJO CUBIERTA CERAMICO CRONOS B"
"0000500054","MB-824","INODORO REGGIO ALARGADO B"
"0000500055","2-02-0765-5050","MANGUERA RETRÁCTIL"
"0000500055","2-02-1075-5050","MANGUERA MONOMANDO E-305"
"0000500055","2-07-0005-5050","MANGERA FLEX. ARM. ACTIV. CROMO"
"0000500055","2-07-0005-5054","MANGERA FLEX. ARM. ACTIV. MAQUINADO"
"0000500055","2-08-0804-5050","MANGUERA ENGARGOLADO DOBLE 1/2""-14 NPSM"
"0000500055","2-08-0804-5054","MANGUERA ENGARGOLADO DOBLE 1/2""-14 NPSM"
"0000500055","2-08-1008-5050","MANGUERA DUCHA HIGIENICA"
"0000500056","1-02-1212-5020","LLAVE HEXAGONAL 5/8"""
"0000500056","1-02-1242-5006","LLAVE DE INST. HM'S (HEX. 1-1/16"")"
"0000500056","1-02-1243-5006","LLAVE HEXAGONAL 7/16"""
"0000500056","1-02-1486-5006","LLAVE HEXAGONAL 1-1/4"""
"0000500057","0-01-0156-5000","BARRA DELRIN 3/8""x2.44mts LONG."
"0000500057","0-01-0157-5000","BARRA DELRIN 1""x2.44mts LONG."
"0000500057","0-01-0402-5000","BARRA DE AC. INOX. Ø 7/8"""
"0000500057","0-01-0406-5000","BARRA DE ACERO INOXIDABLE Ø1.00"""
"0000500057","0-01-0407-5000","BARRA DE ACERO INOXIDABLE Ø2"""
"0000500057","0-01-0410-5000","BAR. ACERO INOX. DIAM. 1/2"""
"0000500057","0-01-0411-5000","BAR. ACERO INOXIDABLE Ø 1 1/8"""
"0000500057","0-01-0456-5000","BARRA ACERO INOX. DIAM. 1-1/4"""
"0000500057","0-01-0459-5000","BARRA DE AC. INOX. Ø 2 1/4"""
"0000500057","0-01-0460-5000","BARRA DE AC. INOX. Ø 1 1/2"""
"0000500057","0-01-0461-5000","BARRA DE AC. INOX. Ø 5/8"""
"0000500059","0-80-0953-5000","ETIQUETA DORADA DURAVEX PARA LACA-PVD"
"0000500059","1-00-0255-5003","ETIQUETA HELVEX 10.4 X 5.4 CM"
"0000500059","1-00-0256-5003","ETIQUETA HELVEX 14 X 9.5 CM"
"0000500059","1-00-0257-5003","ETIQUETA HELVEX 27.6 X 12 CM"
"0000500059","1-00-0258-5003","ETIQUETA HELVEX 22 X 6.4 CM"
"0000500059","1-00-0300-5003","CARTULINA BLISTER P/REFACCIONES 95X160MM"
"0000500059","1-00-0301-5003","CARTULINA BLISTER P/REFACCIONES145X185MM"
"0000500059","1-00-0304-5003","CARTULINA BLISTER P/INSERTOS DE ESPEJOS"
"0000500059","1-00-0319-5003","POLIZA DE GARANTIA PROYECTA"
"0000500059","1-00-0320-5003","ETIQUETA BLANCA COD. BARRAS 102X50.8 MM"
"0000500059","1-00-0321-5003","ETIQUETA PROYECTA 20.4 X 5 CM"
"0000500059","1-00-0347-5003","ETIQUETA PROYECTA 18 X 3.4 CM"
"0000500059","1-00-0348-5003","ETIQUETA PROYECTA 8.4 X 7 CM"
"0000500059","1-00-0351-5003","ETIQUETA BLANCA COD. BARR 50.8 X 50.8 MM"
"0000500059","1-00-0352-5003","ETIQUETA BLANCA COD. BARR 76.2 X 36.5 MM"
"0000500059","1-00-0354-5003","POLIZA DE GARANTIA PROYECTA IMPORTACION"
"0000500059","1-00-0357-5003","ETIQUETA ANTICALCAREA"
"0000500059","1-00-0393-5003","POLIZA DE GARANTÍA ALTMANS"
"0000500059","1-00-0396-5003","POLIZA DE GARANTIA ACONDICIONADOR"
"0000500059","1-00-0423-5003","CARTULINA BLISTER ECOLOGICA ECONOMIZADOR"
"0000500059","1-00-0424-5003","CARTULINA BLISTER ECOLOGICA AIREADOR OCU"
"0000500059","1-00-0425-5003","CARTULINA BLISTER ECOLOGICA AIREADOR EXP"
"0000500059","1-00-0426-5003","CARTULINA BLISTER ECOLOGICA PARA CARTUCH"
"0000500059","1-00-0428-5003","CARTULINA TAMAÑO 9,5X16,0cm"
"0000500059","1-00-0429-5000","PLACA PVC TAMAÑO 9.5x16.0cm"
"0000500059","1-00-0430-5003","CARTULINA TAMAÑO 14,5X19,0cm"
"0000500059","1-00-0431-5000","PLACA PVC TAMAÑO 14.5x19.0cm"
"0000500059","1-00-0434-5003","CARTULINA BLISTER TH-1083"
"0000500059","1-00-0435-5003","CARTULINA BLISTER TH-1084"
"0000500059","1-00-0441-5003","PLACA PVC TAMAÑO 2.481 X 3.859"
"0000500059","1-02-0211-5003","INSTRUCTIVO MEZCLADORA BIDET"
"0000500059","1-02-0282-5003","INSTRUCTIVO DESAGÜE AUTOMÁTICO TINA"
"0000500059","1-02-0331-5003","GUIA DE INSTALACION MEZCLADORAS HM'S 4"""
"0000500059","1-02-0335-5003","INSTRUCTIVO E-31"
"0000500059","1-02-0387-5003","GUIA DE INSTALACION E-34"
"0000500059","1-02-0397-5003","TARJETA INSTRUCTIVO P/CUERPO EMP."
"0000500059","1-02-0429-5003","ETIQUETA INSTRUCTIVO CUERPO INDIVIDUAL"
"0000500059","1-02-0450-5003","GUIA DE INSTALACIÓN E-50"
"0000500059","1-02-0454-5003","INSTRUCTIVO CUERPO TRIPLE"
"0000500059","1-02-0455-5003","GUIA DE INSTALACION H-8801"
"0000500059","1-02-0556-5003","INSTRUCTIVO MONOMANDO FREGADERO NOVUS"
"0000500059","1-02-0609-5003","INSTRUCTIVO E-12"
"0000500059","1-02-0633-5003","INSTRUCTIVO SALIDA MONOMANDO"
"0000500059","1-02-0643-5003","INSTRUCTIVO E-10"
"0000500059","1-02-0863-5003","INSTRUCTIVO MEZCLADORA E-33-F"
"0000500059","1-02-0947-5003","INSTRUCTIVO INSTALACIÓN DESAGÜE OPTIMA"
"0000500059","1-02-0954-5003","GUIA DE INSTALACION HM-37, HM-38"
"0000500059","1-02-0992-5003","INSTRUCTIVO DE INSTALACIÓN MANTISS"
"0000500059","1-02-1043-5003","INSTRUCTIVO DE INSTALACIÓN SALIDA IGUAZÚ"
"0000500059","1-02-1215-5003","INST. INSTALACION MANERALES NUVA"
"0000500059","1-02-1216-5003","INST. INSTALACION SALIDA DE LAVABO NUVA"
"0000500059","1-02-1217-5003","INST. INSTALACION SALIDA DE PARED NUVA"
"0000500059","1-02-1218-5003","INST. INSTALACION EXTENSIÓN P/SALIDA NUV"
"0000500059","1-02-1220-5003","INST. SALIDA DE PARED PALATINO E-3002"
"0000500059","1-02-1221-5003","INST. SALIDA DE PARED ANTIQUA E-3001"
"0000500059","1-02-1222-5003","INST. INSTALACION MANERALES NUVA"
"0000500059","1-02-1223-5003","INST. INSTALACION SALIDA DE LAVABO NUVA"
"0000500059","1-02-1239-5003","INSTRUCTIVO C-42"
"0000500059","1-02-1240-5003","INSTRUCTIVO C-43"
"0000500059","1-02-1245-5003","INSTRUCTIVO DE INSTALACIÓN E-2009"
"0000500059","1-02-1254-5003","INST. INSTALACION P/CONTRA EXPUESTA"
"0000500059","1-02-1258-5003","INST. OP. DE LLAVE P/SALIDAS DE LAVABO"
"0000500059","1-02-1273-5003","INST. INSTALACION MANERALES NUVA III"
"0000500059","1-02-1274-5003","INST. INSTALACION MANERALES NUVA IV"
"0000500059","1-02-1283-5003","INSTRUCTIVO DE INSTALACION"
"0000500059","1-02-1297-5003","INSTRUCTIVO DE INSTALACION TH-961"
"0000500059","1-02-1324-5003","INST. DE INSTALACION E-2112"
"0000500059","1-02-1336-5003","INSTRUCTIVO DE INST. MONOMANDO DE PARED"
"0000500059","1-02-1337-5003","INSTRUCTIVO DE INST. MEZCLADORA CPO. DOB"
"0000500059","1-02-1340-5003","ETIQUETA P/MONOMANDO DE PARED"
"0000500059","1-02-1356-5003","INSTRUCTIVO DE INST. CONTRA CIEGA"
"0000500059","1-02-1373-5003","INST. DE INSTALACIÓN P/KIT ADAPTACIÓN"
"0000500059","1-02-1374-5003","INSTRUCTIVO DE INSTALACIÓN KIT"
"0000500059","1-02-1375-5003","INST. DE INSTALACION E-2111"
"0000500059","1-02-1376-5003","INST. DE INSTA. SALIDA INTEGRAL DUNAS"
"0000500059","1-02-1378-5003","INSTRUCTIVO DE INST. MAN C-66"
"0000500059","1-02-1409-5003","INSTRUCTIVO MANERALES PRIMMA GRANDES"
"0000500059","1-02-1435-5003","INSTR. DE INST. MEZCLADORA OASIS 4"""
"0000500059","1-02-1436-5003","INSTR. DE INST. MEZCLADORA ELEGANCE 4"""
"0000500059","1-02-1437-5003","INSTR. DE INST. MEZCLADORA NUVA 4"""
"0000500059","1-02-1438-5003","INSTR. DE INST. P/CONTRA S/REBOSADEROS"
"0000500059","1-02-1446-5003","INSTR. DE INST. P/EXTENSIONES MANERALES"
"0000500059","1-02-1470-5003","GUIA DE INSTALACION MAN. PREMIER C-70"
"0000500059","1-02-1489-5003","INSTRUCTIVO DE INSTALACIÓN E-2113"
"0000500059","1-02-1511-5003","INSTR. DE INST. SALIDA DE PARED P/LAVABO"
"0000500059","1-02-1516-5003","INSTRUCTIVO DE INST.P/SALIDA LAV. KUBICA"
"0000500059","1-02-1550-5003","INSTRUCTIVO DE INSTALACIÓN P/MON. BIDET"
